id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7
0.0,2.242795636450671e-05,0.00030423661743605047,0.0,1.3413192723258686e-06,0.0032803195366085465,0.13062223299107145,1.0675568882807813e-40,0.0
1.0,8.338157289751642e-05,0.0006026504828642199,1.1917346756110156e-18,2.1806779037491834e-06,1.5590785782153804e-06,0.17336537350294295,2.99309785011611e-51,0.0
2.0,0.001378153725447134,0.013695325246080038,6.66100059729922e-16,0.010602921358420947,2.8335926729380314,2.6991833361553326,5.695751732105439e-22,1.2208682792688306
3.0,1.9131737305357644e-05,5.328856985860801e-05,8.366879237585891e-16,0.009060608972917692,2.106304074352386,0.46855977068529775,0.0,1.0702365385488066
4.0,0.0011371658688515685,0.00025856084547054624,9.131842331351213e-24,0.0004743476846595174,1.0026952150672603,0.3124835015664733,1.3031297799957918e-30,0.4625228088855318
5.0,0.0006074321481413152,0.012698173787064284,8.656947924215347e-18,0.0012808106431363014,1.128214568424361,1.052393184337254,9.597632410393e-28,0.536760384657826
6.0,4.341518175015438e-14,1.5248293006756647e-13,2.8178641177951244e-28,0.0004938916933741829,5.667839943547256e-20,1.4123809802984105e-22,0.0,2.707481480540733e-19
7.0,3.440827277121311e-05,8.61486041014004e-05,7.366445338348557e-175,0.00038834432708184847,1.063384073712912,0.2860799261920468,3.0786205981981945e-34,0.3789101417015982
8.0,0.0004780010560404142,0.01651771094325165,4.953074805921309e-19,7.348193847072402e-05,0.0,1.8602806148149376,0.0,0.0
9.0,2.3641558384154564e-08,0.0,1.3646021468860368e-17,7.4426128380263765e-06,1.0398255821949964,0.044610243453728264,0.0,0.3790431351756963
10.0,0.03470899916898419,9.590462022301622e-05,1.017827064463931e-17,0.00031822563236502834,1.7599199801788517,0.5223682199230232,0.0,0.0
11.0,0.0005314172827984682,0.005725188991217794,6.096187030656175e-16,0.005198735519950643,2.2069353870753026,1.565001560613607,8.054289905594519e-25,0.886327177583948
12.0,0.0009169065658558869,0.02693548614244878,1.8799252356088582e-16,0.0007121401919062321,1.0325926249585093,2.5372228990562435,9.158566354317328e-26,0.0
13.0,0.00018386076726186588,0.005042138467010987,4.309723721462575e-19,0.000447552952633721,0.16598239783229918,0.78900161954824,4.585007196891158e-41,0.049149160758225445
14.0,0.002342139989276591,0.03921125073966454,6.66178221195774e-17,0.0010298666301453508,1.0026886140745825,2.4634535689500865,2.2275488068423635e-23,0.7851526693850237
15.0,6.264648469023517e-05,0.0007199169368832866,2.7040352575462317e-19,0.00010980726802233291,0.006275663275586353,0.22618910308356593,1.3031145100545914e-43,5.809674255863516e-07
16.0,0.017818587671222512,0.10519137255552125,1.6878511618503402e-16,0.003294258647431024,2.4487493669808615,4.264807134327414,0.0,1.3735962224316929
17.0,0.001601564450393289,0.008675124857911413,1.1396038943349523e-16,0.005434932844884643,1.8158380883833662,1.4008261617726974,4.202321840929485e-26,0.8737343942366045
18.0,0.014085752348170081,0.0010868868308240198,6.43247849029464e-17,0.0008226185039210294,0.8664965348633171,0.41347156840920796,0.0,0.4132904665146903
19.0,8.806979291182059e-05,0.0004336331705453102,5.621434496194185e-21,9.98808626602358e-06,0.0003986702238721458,0.024335711443940117,6.743220836843022e-53,0.0
20.0,0.0005125216049633706,0.002130417388218166,8.067628453483166e-18,0.0002413366648503953,0.3815509511416487,0.22434295459413392,0.0,0.0
21.0,0.0001413593623125195,0.002141293994975308,1.4960526053927203e-17,0.0022582181596586025,0.9187555481321462,0.6354076230509302,5.036168648824419e-31,0.3453678525057713
22.0,0.0005264029049167157,0.005757972011743798,2.1781782555748044e-17,0.003243981201276498,0.813130137744923,0.9977603769607393,3.032407319576701e-34,0.47495683027784497
23.0,0.0029289765834355046,0.013409769150051161,5.674535468664167e-17,0.0008196672881435716,1.0990366503338556,1.6012932365395058,1.2215540695963186e-29,0.0
24.0,0.005759802544224607,0.002346782287770498,1.54456661911416e-15,0.0066140565577368846,3.1364843783870047,1.1963743044476736,2.4949511127386672e-24,1.1290954480391224
25.0,0.000848617273422815,0.0014719114321886714,2.534455440923211e-17,0.005208804993228006,2.043198316009014,0.7129514203679415,5.069124324941745e-28,0.5902726554244353
26.0,0.002750238910840189,0.0044698251649770305,1.18023230730345e-17,3.2491753377283224e-05,0.17744054320576,0.40686279591912977,2.512827385918899e-37,0.0
27.0,0.00047101742624944894,0.004313902066984789,1.110097998213887e-15,0.022000983848349413,2.8572806951221117,2.2320691818302008,1.1187791082688816e-23,1.4114448809599345
28.0,0.000487609653529698,0.01014724699848742,2.7957321257351918e-18,0.00014768115377608462,0.2443417579396281,0.9355987367968535,0.0,0.0
29.0,0.010386679027601375,7.81665345731889e-05,2.7615158686992493e-16,0.0007281737634786008,1.5659298996900923,0.0,0.0,0.0
30.0,0.002067615995687088,7.155604005157423e-05,5.188361282916706e-16,0.005579576168471261,3.5089214410791434,0.0,0.0,0.0
31.0,1.078882224480167e-05,3.814971978688204e-05,4.72207536815098e-16,0.0007694206288428647,1.7403818571372702,0.3933189378332965,0.0,0.7083321050767155
32.0,0.00020991203119069646,0.008766642874865546,0.0,0.00034122713823487715,0.25910060665748724,1.3787968402264952,1.2340170546233203e-38,0.0
33.0,5.480211005711996e-07,2.1303903089525142e-07,3.064686169216971e-17,0.001963149628767519,1.0867251220262408,0.08395547653926441,0.0,0.5098189473667566
34.0,0.0010966672960826145,0.02527234449466617,7.372455538082805e-18,0.00019505157248803567,0.48410056557432246,2.1036787685967315,0.0,0.0
35.0,0.00042626238419210316,0.0012277497570780814,1.2678849118936286e-15,0.013968190384645555,2.7331220103668494,1.1599931196736197,5.206620006401294e-24,1.406267631853323
36.0,1.8144573914198613e-05,6.745107542657172e-07,2.6110279694128535e-16,0.0012352420516886316,0.7679289085215039,0.02737323810074915,0.0,0.21357956042132595
37.0,0.0009454143160737929,2.8446901750948186e-05,1.1829634524845813e-20,0.003603243486427144,0.28894513794593574,0.0,0.0,0.14614370191911447
38.0,0.018662200033542006,0.04383248720130828,1.6500001990129545e-16,0.006043535356761722,1.2998012804470325,3.3699306845904493,0.0,1.400084309692376
39.0,0.0049868883114160024,3.990715570057177e-05,2.130184072535472e-16,0.0014729457096683296,1.5852698196608157,0.0,0.0,0.0
40.0,0.007004936670525678,0.017553882749031018,4.123395944462008e-19,0.005256894783839154,2.129835274284841,2.3245133760457555,4.36979756741496e-28,0.0
41.0,0.0002760251424269599,0.008865191975070711,2.6618952708967852e-18,0.0006919860838224789,0.1753007200847982,1.1721969012210176,4.240019090549514e-36,0.049974338885358474
42.0,0.0004982483711470786,0.00010596771780812213,2.543456154413492e-16,0.00025788392898176953,0.8490596271962915,0.1446278122288458,6.616713282427025e-30,0.20507230724166498
43.0,4.67503355614712e-05,0.002294748903714989,4.395621926098132e-20,2.9407875744430357e-05,0.2844756815285622,0.2901431761111413,0.0,0.0013008439540908162
44.0,0.00031950673052624974,0.02110386585105939,7.507874705674076e-19,2.4167979803415022e-05,0.020818479547190724,1.134496130398311,1.7646366138337703e-38,0.0
45.0,0.0013540115338599266,0.0014503835452906574,1.505795631965178e-17,0.00011015704156900376,0.6050323064562021,0.2768159739217877,7.964464472784576e-34,0.0
46.0,0.0018330926864570526,6.645515439869602e-05,5.936710830925738e-21,0.00012869033367486412,1.7250919036479883e-05,7.051762390129721e-11,4.799555729327423e-36,0.0031598686405529103
47.0,0.0013678753770137771,0.017090406733164996,6.165532305318218e-18,0.00013362859862638403,0.43053584595158506,1.168206681517524,0.0,0.0
48.0,5.272250336942708e-05,0.0008751688697949364,3.010937756042142e-22,1.4179342143831314e-05,1.030477100219613e-11,0.00012254903248929837,1.4114557444502548e-41,1.1765055221194858e-08
49.0,0.0,0.0,5.460567939169866e-17,1.787277883195907e-05,0.2763841428221288,1.6475524702839456e-05,0.0,0.005325686300021492
