id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
0.0,3.8581618280436255e-08,0.008772547555425845,0.001657452661744713,1.5948495149272774e-29,5.030263388475749e-12,7.470265696555098e-06,1.3727876213304511e-17,9.493260277980844e-07,0.0,0.18434338569260977,0.18000640115251332,0.0,0.0,0.0,7.807704505170397e-201,0.0
1.0,2.6621678346012283e-23,0.02738819467206003,1.4173668632913981e-06,1.6143222142807563e-25,1.19237492314793e-26,5.1598763554270794e-21,7.553676219938709e-23,2.832317401102988e-16,0.0,6.144080620864634e-16,1.9390428451872916,0.0,0.0,0.0,3.782323342798751e-75,0.0
2.0,8.121573597147895e-11,0.06356971332931545,6.777808108118625e-06,2.036797740749176e-27,1.0588890809502563e-14,1.5725186072764054e-08,2.739309521567557e-17,1.998366465600443e-09,0.0,0.3185702779534477,2.114189310883346,0.0,0.0,0.0,1.46087512487263e-81,0.0
3.0,0.10288168060830255,7.100685124764154e-10,7.459122820977867e-08,1.7934854623881712e-07,0.025390093876303213,0.06340292284517601,0.0015668785932390148,0.0025454586772892156,6.006533237711078,1.2653004996045628e-49,1.0441698078358388e-14,6.356102518472937e-14,2.0978267225865634,4.70484500316239,0.12888949759598625,0.29006655496451084
4.0,6.915669858939e-09,0.00026258146154861954,0.46115664836473613,7.266350217003515e-18,6.795755861236958e-11,1.2759681658191685e-06,3.396666404483619e-06,1.621585298993058e-07,4.759946104780179e-155,4.944605588288038,2.179032289362058,8.075612987146322e-288,3.3080635155265815e-200,2.3442286722098626e-68,1.5694987335225552e-147,0.0021154655316882737
5.0,4.3140663007344325e-35,0.031674808332866684,0.003030238677733168,1.937085511119011e-37,5.664735518619449e-39,8.352947871132487e-33,7.868492054664736e-26,1.1052087827276705e-33,0.0,0.22941932584999875,1.4377558035112572,0.0,0.0,0.0,0.0,0.0
6.0,1.3921797633750642e-24,0.00012437639193699449,0.0005686938957990336,5.217184650113971e-07,4.0739243818867896e-25,2.1659795172528007e-25,1.9262821717449764e-07,0.06030916666226802,0.0,1.2199124314601217e-05,1.7453750258352508e-11,6.0407560567042615e-152,0.0,0.0,1.4679053546020768e-20,1.3021292432890472
7.0,1.4384900948162702e-23,0.036604040305951414,0.005000520574568625,5.324739031117259e-26,3.687844731822477e-27,2.7863803490368963e-21,1.6041050908457517e-14,6.072592952844986e-17,0.0,0.22458610819464525,1.999213994962744,0.0,0.0,0.0,1.1893517208963612e-84,0.0
8.0,0.002417780727889895,2.3161782761852893e-07,0.00011341195147182355,2.184078427957404e-09,0.14973003020603892,0.0009032602717453404,2.7329689401283223e-07,0.012328607711404644,1.5592018368781397,2.9450825930409466e-10,1.64219190516283e-11,4.856971084967226e-34,2.5443450323343324,1.9598472461268168,3.4726959738685602e-96,0.38146693385883645
9.0,1.8762853296001507e-08,0.05799514483649828,0.0015832882147018207,4.144046640958666e-23,2.4462969207820045e-12,3.6329087683107662e-06,3.567014055815844e-11,4.616723140072562e-07,0.0,0.49719582502683446,2.082766743126363,0.0,0.0,0.0,8.690019082477288e-87,0.0
10.0,9.235124980178411e-21,0.04423877857525989,0.0499756614140539,2.0491862289541691e-19,1.5873764263667232e-24,1.7878735764031625e-18,1.7638639046193062e-07,2.53358945923916e-18,0.0,1.457828885205201,1.3086514305203274,0.0,0.0,0.0,1.2137228929723368e-181,0.0
11.0,8.961997520784137e-49,0.00016083674682142767,4.514184386997683e-05,6.81951925460902e-07,4.302752229356363e-46,6.634677278443695e-45,6.849181538951791e-09,0.07883169771918044,0.0,2.088750962950231e-10,3.179803914090855e-16,4.4777302138130566e-159,0.0,0.0,1.8580755247621912e-20,1.492708975397288
12.0,1.3042145585598651e-09,0.013667431305007886,0.0030580239999102045,4.10430348301382e-14,2.988120011318888e-06,4.796905110117713e-10,1.072475410048751e-06,7.11758387640349e-11,0.0,0.08797725372179208,1.0584689902954316,9.77005282276317e-262,8.80809582372655e-13,6.563559469570843e-287,1.072649308928789e-22,1.05664061835e-312
13.0,0.08570836442603871,5.840006004718589e-09,2.0488583993585901e-07,1.08964488389081e-07,0.05994634691038987,0.07472088401996445,5.3333307251322636e-05,0.0038495996755626783,5.795104671742379,1.5253201462427167e-32,7.604551879675838e-15,9.46349550124374e-14,3.0446805298181143,4.545616188952852,1.6101002877850933e-34,0.3679931984237156
14.0,2.1920641076725773e-21,0.032114050695560725,1.6619321615441293e-06,7.742481288318259e-26,2.898549367872674e-25,4.2443527606251275e-19,2.3647438266776677e-22,1.3589493288288224e-16,0.0,5.25066202760023e-15,1.9634943001393579,0.0,0.0,0.0,1.2328784325462568e-75,0.0
15.0,3.397448268956185e-13,0.03404917344548872,0.005406290410890704,5.94119019412446e-21,4.429617114704258e-17,6.57822104570856e-11,1.5059948202052016e-18,1.8783398230038155e-11,0.0,0.4286742270579541,1.1611232395599977,0.0,0.0,0.0,1.343437033655839e-57,0.0
16.0,1.6716384588282317e-43,8.742849498293185e-06,9.810556021404655e-07,0.2686589591047488,6.645016990359474e-41,4.201571962365632e-41,5.640281637542727e-27,4.709268155365017e-36,0.0,1.0550108397719785e-48,1.7484125723016186e-17,3.532397556691654,0.0,0.0,6.3844438393380665e-273,0.0
17.0,1.053128895695092e-11,1.100085534672447e-08,5.4243944721009014e-09,5.725273266853334e-09,3.941025410274506e-09,2.7443563827288575e-09,8.734340874615556e-07,0.00045411069498758395,0.0,3.068643894485559e-40,5.493852176234225e-40,3.694311768362155e-31,1.35087142542715e-151,8.821586127187205e-183,4.918503311858481e-14,1.5032904177234084e-06
18.0,1.2836904533816433e-21,0.03211405069739475,1.6619315260639058e-06,5.820011558004674e-26,1.7041473572408856e-25,2.4855315113239894e-19,8.724221033574883e-23,1.0214305871914272e-16,0.0,5.25066200978072e-15,1.9634943001393579,0.0,0.0,0.0,1.2331416754691603e-75,0.0
19.0,1.4638541601658334e-33,0.022022314715081145,1.1396950568238797e-06,1.0303086058801173e-36,1.908865327849207e-37,2.834349255759739e-31,8.256318285071606e-25,3.605955846642434e-32,0.0,4.80588660278111e-18,1.396572578019069,0.0,0.0,0.0,8.478980788460385e-286,0.0
20.0,3.3210314280215847e-16,2.770439946226524e-06,0.0010178349255551124,0.007239082210834863,2.245510561306623e-14,1.9666974048367195e-15,5.912131085663941e-05,8.817578705768992e-17,0.0,1.0094324562382863e-08,6.634871159459886e-07,0.1066271211422844,2.2459659331147692e-11,1.7556242562535228e-250,1.2138738198923897e-14,8.669385231967183e-202
21.0,2.0654927481851494e-25,3.2824523694014677e-07,0.002238017688164779,3.229886617465697e-20,6.044234723712104e-26,3.213532550391836e-26,2.7801672391036285e-08,3.635278832585024e-19,0.0,0.06395624300735667,1.3868651587391324e-07,0.0,0.0,0.0,5.373575465386503e-238,0.0
22.0,0.10624365534178984,4.221918886274584e-06,0.00037907385414604866,0.0008074322230346989,0.013039337898059672,0.06785980940993129,0.0011374017632054855,0.028320111745572283,5.756808682961293,7.373475716188623e-06,4.73355844975727e-08,0.03330559770769769,2.0104982467853025,4.439071976319322,0.08295459034571995,0.7070387018771628
23.0,2.776080355947834e-22,0.026913317914116122,1.392796317346182e-06,8.734704032516471e-26,4.076809315353264e-26,5.375401546629275e-20,1.7317622929819857e-23,1.5325626753496644e-16,0.0,3.4737388772741665e-40,1.9450045312326527,0.0,0.0,0.0,1.1177769697489643e-74,0.0
24.0,1.179996723267442e-08,0.003507189803475191,0.000506975099967025,1.579374617206757e-22,1.538477280154759e-12,2.2847380272646613e-06,4.326766515917882e-21,2.9034621178065894e-07,0.0,0.012092836198608237,0.5211685687341919,0.0,0.0,0.0,2.949598233642122e-25,0.0
25.0,3.000218445856706e-23,0.02691331792583089,1.392785663815801e-06,1.518142884821988e-26,4.706599756107185e-27,5.809595676532744e-21,2.058564473849944e-23,2.663639077806949e-17,0.0,3.473739119896885e-40,1.9450045312326527,0.0,0.0,0.0,1.1168768004945832e-74,0.0
26.0,0.10879986592043213,1.303356596043025e-08,5.171660092867716e-08,0.0003397329428044977,0.027783023334788194,0.05280688891299274,6.440087959733996e-07,0.0020462628110791705,5.872467368873121,1.1291552722074998e-46,7.925639453493923e-18,0.0008271361603110132,2.076113124128219,4.674994054256928,4.207639671339451e-28,0.3266168555386591
27.0,5.860958814905281e-10,0.00262439435582709,2.5312457036658896e-05,7.97732755889784e-23,7.641505945991765e-14,1.134812937748424e-07,4.6101040071398535e-21,1.4421413611405762e-08,0.0,3.367740752493757e-29,0.5142826157729296,0.0,0.0,0.0,1.8831825620178804e-26,0.0
28.0,1.3023806949238655e-10,0.020071880758269368,0.001915566163707092,7.821145582739366e-19,1.69804127083158e-14,2.5217008157825733e-08,6.695736207705997e-07,3.2120160792116284e-09,0.0,0.1918653923003818,1.1151753600472212,0.0,0.0,0.0,1.495053738423066e-45,0.0
29.0,1.0476198156520137e-08,0.008614468822943987,0.0006905804784089792,0.00018766453070597457,4.6030081804750295e-05,8.65029159651159e-06,0.03733229823355096,0.0033926331681057853,3.592488532775688e-253,0.09130334937193106,0.10538129259281234,3.287713690725397e-05,4.886525595439871e-29,3.2127911319654333e-18,2.3438253892392247,0.026899337785627173
30.0,1.4376016248090768e-13,4.406199162153505e-08,1.5337461367213248e-07,6.663096505478192e-07,1.2088872713082167e-09,1.5033080933478307e-07,0.13420498534400876,1.1817699709707396e-05,5.068921180619095e-66,9.771544843101686e-23,2.390612828098544e-22,8.730123479540813e-13,5.886296968357283e-42,2.9671217199097284e-55,7.160758365381982,0.024546032895883124
31.0,1.118700226592757e-09,9.202887725260852e-07,4.969186025166649e-07,9.126635562806864e-12,2.0019396954380417e-07,2.608035237384121e-07,3.083206357397528e-06,0.050565392806878925,0.7438854148740822,2.312275456048818e-27,1.683277179937833e-14,1.1674909483853354e-22,0.3481567443288363,0.7014147249324634,0.0007977964585147263,0.7167612624114897
32.0,0.0026821582979861982,6.509576911196305e-05,0.00011281581822826093,0.00014830734244722257,0.0009734241980596662,0.0029013360640343226,0.004167707172866913,0.005412096062782091,0.32624196593226124,4.896622492210051e-12,1.017336439724082e-12,2.0829517188847974e-12,0.12180663167368713,0.16410761649836553,0.2665170899485199,0.11883248934754302
33.0,9.476911189518237e-24,0.00011029193939128273,0.004871891649450101,1.4819392928312555e-18,2.77322085664797e-24,1.4744357060293855e-24,1.27559866962222e-06,1.6679416897403515e-17,0.0,0.12162161098102395,0.05458534235066286,0.0,0.0,0.0,1.1112786492025134e-225,0.0
34.0,5.557344148209593e-06,0.0100776143883915,0.008806218574462583,3.150943863261641e-10,0.0006506623534532531,3.291032197118862e-05,4.5606210891986596e-05,1.397410983729301e-06,0.0,0.22562464805575036,0.6627858558337684,5.031270222949642e-203,2.4880007759919206e-08,4.110895138882245e-260,6.582085323176498e-14,1.0381994839540113e-240
35.0,6.594247723225428e-10,0.05637525303268286,3.123865911757292e-05,1.310858926034117e-25,8.597566503191635e-14,1.2767940992868188e-07,1.107948010018041e-13,1.6225579117773943e-08,0.0,0.24378093118208835,2.1000061468845863,0.0,0.0,0.0,5.3382880780866475e-81,0.0
36.0,0.0042890571283279826,3.167497815905415e-07,2.7080683303104786e-07,5.845776819958811e-07,0.04094419740576707,0.0034778677203109397,8.882643652582942e-05,0.002225532024538498,0.8665689239250579,1.0782204469387897e-37,3.871526678314854e-16,1.700772276951579e-19,0.7752279794708027,1.110001008591797,8.101309036950535e-39,0.11352660313362298
37.0,5.792712709156042e-33,0.023589908545442642,1.223360138404708e-06,5.689712271641593e-36,7.55292892841262e-37,1.1215989177995426e-30,4.831916850839313e-24,1.4262845935950292e-31,0.0,0.08912817398118743,1.386206657148153,0.0,0.0,0.0,7.624660533284843e-293,0.0
38.0,1.703111238238774e-140,1.0333055458359936e-39,2.9001654498706406e-40,4.381241976714766e-42,1.0417902002216169e-110,2.676993436571456e-106,4.400298693242103e-44,5.064590776095178e-37,0.0,6.205875230373659e-40,5.0431282997502174e-46,4.414272731555906e-201,0.0,0.0,2.8149665652815613e-75,1.8602906447290763e-17
39.0,8.9870159022297e-190,8.23975911851885e-174,2.4234320379260123e-174,3.813760245614157e-188,1.9970561895547847e-189,1.431538981945172e-186,1.0445191696832306e-186,6.69120107437905e-179,0.0,2.4727754887413702e-172,0.0,0.0,0.0,0.0,0.0,0.0
40.0,5.0298166116647215e-08,0.07664689445997107,0.0021641660782242026,2.0635486435768578e-27,6.557864465014893e-12,9.738851859704083e-06,1.7309805767024041e-15,1.2376193735051528e-06,0.0,0.4821726838655679,2.297149849744777,0.0,0.0,0.0,6.184892202416334e-87,0.0
41.0,2.1135011041498093e-08,0.0701413401434049,0.0009113337485582407,6.271070883405463e-30,2.755578355586707e-12,4.092211654576331e-06,1.4705723830026421e-18,5.20040811498783e-07,0.0,0.4223885522448545,2.272656015274583,0.0,0.0,0.0,3.2054072774844063e-86,0.0
42.0,3.5328639443834056e-36,7.270424084529174e-05,2.0405806221430635e-05,3.0826784309849273e-07,6.703063602481885e-34,2.787831879822014e-32,3.0960868958258196e-09,0.03563488351068139,0.0,1.5417613950993304e-13,6.3135441641994165e-18,1.2504966323986115e-158,0.0,0.0,1.8702033099472467e-21,0.8068317911778423
43.0,1.5939841139239188e-23,1.5231658557557146e-05,0.006115880487258607,2.4925713065072536e-18,4.664462820661138e-24,2.4799505839830288e-24,2.145513421433529e-06,2.805420989162897e-17,0.0,0.19801421971995534,0.068191885293432,0.0,0.0,0.0,6.2057602808065815e-118,0.0
44.0,9.293637354579805e-30,1.3114378987722288e-06,3.6807959649466964e-07,5.560530275976533e-09,1.2117025105247813e-33,1.7994564100838844e-27,5.584716442769908e-11,0.000642781441782533,2.114060272194953e-236,1.1371760044416815e-24,7.918734983087698e-20,2.878189079819248e-49,2.8681820275738847e-80,7.628188795805218e-114,5.995893223410425e-57,1.0587214922902904e-08
